id,does_the_excerpt_contain_a_prediction,does_the_excerpt_contain_a_prediction:confidence,sentence
937056907,no,0.6648,"Here’s the ARRA as a percent of potential GDP: So in response to the worst financial crisis in three generations, we briefly provided stimulus of a bit more than 2 percent of potential GDP, which quickly went away."
937053404,no,1,So what Keen thinks is a big logical fallacy on my part is just a failure of reading comprehension on his part.
937054069,no,1,"Just to be clear, I have supported QE in both Britain and the US, on the grounds that (a) central bank purchases of longer-term and riskier assets may help and can’t hurt, and (b) given political paralysis in the US and the dominance of bad macroeconomic thinking in the UK, it’s all we’ve got."
937052923,no,0.6669,"Keynes then goes on to explain that the actual business of gold mining — in which basically useless ore is mined and refined at great cost, then sent to sit idle in the basements of central banks — is for all practical purposes identical to his coalmine idea."
937056599,no,1,"I am, of course, talking about pundits who prize themselves for their centrism."
937053257,no,1,There were no specifications of particular revenue provisions that would generate that path.
937052125,no,1,"Call that $150 billion per year in tax cuts, $240 billion each year in spending."
937057015,no,1,"There are reasons to be against protectionism, but that’s not one of them."
937054006,no,1,It has been all too obvious that there are people with big reputations who can push equations around but don’t seem to have any sense of what the equations mean.
937056832,no,1,"The “accelerationist” Phillips curve that used to be standard — inflation depends on unemployment and lagged inflation — seemed consistent with the experience from previous big slumps, which were associated with large declines in the rate of inflation."
937053797,no,1,"Rudi showed that you could produce interesting, provocative analyses by recognizing the role of forward-looking financial markets while retaining a realistic view of price behavior in goods markets."
937052706,no,1,"But that doesn’t say that the capacity has somehow ceased to exist; it only says that if we want to keep the capacity in use, someone else has to spend instead."
937056386,no,1,Of course.
937054749,no,1,How much of the US recovery will be diffused to other countries via dollar strength and a bigger trade deficit?
937052307,no,1,(Treasury bill rates briefly went negative yesterday).
937053880,no,0.6627,"As soon as people understood that, say, the central bank had targeted a lower rate of inflation, prices and wages would adjust, without the need for sustained high unemployment."
937054463,no,0.6594,"The only reason for the creditors to play hardball would be to make Greece an example, to discourage other debtors from trying to negotiate relief."
937056606,no,1,"What this means, in turn, is that to sustain their self-image centrists must misrepresent reality."
937056008,no,0.7179,But that’s another story.)
937052868,no,0.6277,"Gross bet big on the idea that rates would spike when quantitative easing ends; I guess he has three weeks to be vindicated, but it sure doesn’t look like it."
937054730,no,1,"Not that long ago Alan Simpson bestrode Washington like a colossus — a rambling, cranky, potty-mouthed colossus."
937053274,no,1,"The existince of fiat money is embarassing to that kind of ideology, so it inspires quests for alternatives to modern central banking even when the alternatives don’t make sense."
937056892,no,1,"Oh, wait."
937052905,no,1,I’d put it at 3.5 out of 4.
937054086,no,1,"I’ve been cleaning out my library, and just unearthed my copy of Dornbusch and Fischer’s Macroeconomics, first edition, copyright 1978."
937053815,no,1,"It is, instead, that the academics themselves don’t understand what they’re saying."
937053971,no,1,"So, academic economics is indeed very hierarchical; but I think it’s important to understand that it’s not a bureaucratic hierarchy, nor can status be conferred by crude patronage."
937053546,no,1,"As I said, this is really, really depressing."
937057294,no,1,But I have failed.
937056828,no,1,Ha!
937053145,no,1,"Now, I often compare Spain with Florida: both had huge housing bubbles followed by busts."
937052279,no,0.6579,So I think of the pursuit of a world in which everyone is small enough to fail as the pursuit of a golden age that never was.
937057236,no,1,Back then China was in fact engaged in harmful currency manipulation; these days it’s bleeding reserves in the face of YUGE capital outflows (a trillion dollars last year!)
937052120,no,1,"The starting point for this discussion is Okun’s Law, the relationship between changes in real GDP and changes in the unemployment rate."
937052189,no,1,"Remember, what defined the Dark Ages wasn’t the fact that they were primitive — the Bronze Age was primitive, too."
937052323,no,1,"And again, it’s not clear that it even is an issue."
937052319,no,1,"And the remedy should be financial, not fiscal."
937052448,no,0.6715,"Here’s GDP: And here’s employment: The moral of the story seems to be that if you’re going to have a crisis, it’s better to have a really, really bad one."
937053250,no,1,People who say things like that evidently haven’t read any of the actual CBO analyses; the most informative is the first one (pdf).
937053827,no,1,"Strip the story down to basics – make it a steady-state model, not a growth model, and drop the capital accumulation; what you’re left with is fluctuations in the marginal productivity of labor, which have a magnified impact on output because workers choose to work less when the technology is bad and more when the technology is good."
937053806,no,1,"Yet he too is in effect describing neoclassical macro as a sort of cult, actively suppressing alternative approaches."
937057295,no,0.6595,"Actually, I don’t think it’s that hard."
937056947,no,0.6697,And it’s important to be aware that there are bigger problems with his candidacy than lack of political realism.
937052704,no,1,"We really did produce all the goods and services counted in GDP; we were able to do that because we had willing workers, a sufficient capital stock, the right technology, and so on."
937052656,no,0.683,"Well, the answer turns out to be that during the summer, a number of the usual suspects made assertions of a big increase in government employment; here’s a sample."
937056156,no,0.6737,So in that case wouldn’t we expect capital mobility to be decisive?
937052396,no,1,"Even if they’ve heard of the paradox of thrift, they don’t get the extent to which we’re living in a world where more savings — including savings supplied to your economy from outside — are a bad thing."
937055440,no,1,"Think Japan 2000 (an incident I think many people have forgotten), the ECB 2011, Sweden after 2010."
937053291,no,0.652,"That is, however, a strange comparison: other things equal, you’d expect government employment to grow with population (remember, the typical government employee is a schoolteacher)."
937052649,no,0.6614,We might nonetheless have been able to get through this with less damage if we’d had strong leadership and clear thinking from the economics profession.
937054717,no,1,"If you want to ignore all that, because in the long run it’s the fundamentals that matter, you’re exactly the kind of person Keynes was mocking: But this long run is a misleading guide to current affairs."
937056839,no,1,Here’s what it looks like using Ball’s estimates of the fall in potential output: Is there a policy moral from these supply-side failures of the pre-crisis doctrine?
937056952,no,0.6585,"Her biggest vice, from my point of view, is listening too much to consultants who want to make cheap shots, like the claim that the Sanders plan would kill Medicaid, when her real strength comes when she lets her inner wonk and fundamental toughness shine through."
937052776,no,1,"Anyway, that’s my casual take on what has happened."
937053893,no,1,What odds do you think Obamacare’s critics would have offered?
937052639,no,1,Regular readers may note that my own writing on the current crisis has gotten — I think it has gotten — considerably clearer in the past few weeks.
937052888,no,1,So what was the right answer?
937054129,no,1,"Unfortunately, you see a lot of that, including from economists who really should know better."
937052760,no,1,"Because long-lived investments are very sensitive to interest rates, short-lived investments not so much."
937056650,no,1,"So what happened to freshwater, I’d argue, is that a movement that started by doing interesting work was corrupted by its early hubris; the braggadocio and trash-talking of the 1970s left its leaders unable to confront their intellectual problems, and sent them off on the path Paul now finds so troubling."
937057032,no,1,So here goes.
937057115,no,1,But the very fact that the economy remained depressed despite zero rates was telling us that we were awash in desired savings with no place to go — that’s what a liquidity trap is all about.
937056657,no,0.682,"So it would make sense on purely economic grounds for China to move to a free float, and gain the freedom to use monetary policy that, say, Japan has."
937052913,no,1,"The point, of course, is that your personal incredulity counts for nothing."
937053288,no,1,"During today’s round table on ABC, Rand Paul seemed shocked at my claim that government employment is down under Obama."
937053586,no,1,The first success led to Friedmam’s promotion to demigod status; the second success has not produced any comparable elevation.
937053005,no,1,"For example, we have a pretty good understanding of bank runs; extending that framework to shadow banking requires little more than the understanding that repo and other kinds of short-maturity obligations are, from an economic point of view, more or less equivalent to deposits."
937056557,no,1,So how does the story of the GIIPS fit into this analysis?
937057192,no,0.6658,"Quantitative easing isn’t being imposed on an unwitting populace by financiers and rentiers; it’s being undertaken, to the extent that it is, over howls of protest from the financial industry."
937053711,no,0.6731,My guess is that most people who imagine themselves well-informed would give a bigger number.
937057326,no,0.6545,(This worked better before Marco Rubio’s implosion; Cruz may be just as awful and just as bad a candidate as Trump.)
937052284,no,1,The background here is that there are two problems with estimating multipliers relevant to our current situation.
937056848,no,1,"This was a defensible argument, although it looks much weaker in the light of more recent developments; as I warned in 1998, in a liquidity trap the central bank loses control of monetary aggregates as well as the real economy; it’s by no means clear that the Fed really could have prevented the Depression."
937057135,no,1,"Strikingly, Tett’s version of what went wrong with Gross’s predictions makes no mention of deleveraging and the zero lower bound; it’s all a power play by central banks, which have been “intimidating” bond investors with unconventional monetary policy."
937056523,no,1,"Then Fisher on why austerity hasn’t even helped on the debt: The basic story of the European periphery — not just Greece — is one of a poisonous interaction between Friedman and Fisher, which has produced incredible suffering while failing to reduce the debt/GDP ratio, which even in star pupils like Ireland and Spain is far higher than when austerity began; the only success has been in suffering long enough so that some growth has finally resumed, and they can call it vindication."
937057210,no,1,"Finally, how is expansionary monetary policy supposed to hurt the 99 percent?"
937053541,no,1,"Indeed: one strong indicator that the problem isn’t structural is that as the economy has (partially) recovered, the recovery has tended to be fastest in precisely the same regions and occupations that were initially hit hardest."
937052357,no,1,"And people who say things like “That’s a stupid concept — people have to spend money on food and gas, so they should be in your inflation measures” are missing the point."
937052548,no,0.6496,"The analysis also suggests something else, however: as the inflation rate goes toward zero, it seems to become “sticky”: in the modern world, rapid deflation doesn’t happen, and in fact slight positive inflation often persists in the face of an obviously depressed economy: The authors discuss several possible explanations, but it does seem as if downward nominal rigidity is playing a role."
937057084,no,1,The bailout of big banks left them bigger than ever.
937057341,no,1,The starting point for this debate is Mr. Trump’s deviation from free-market orthodoxy on international trade.
937052786,no,1,As of today.
937054579,no,1,"But as I worried some time ago, this argument becomes moot if the banking system has already collapsed."
937053400,no,1,"In the IS-LM model, the quantity of funds supplied is always equal to the quantity of funds demanded — because the level of output adjusts."
937056485,no,0.6795,"The answer is, not as long as Greece remains in the euro."
937052617,no,1,Update: Henry Aaron is thinking along similar lines.
937052984,no,1,"First, the grim news from Greece is, as many commentators are pointing out, a big refutation for the doctrine of “expansionary austerity.” And it’s worth pointing out that European leaders, and especially the ECB, went in for that doctrine in a big way."
937054896,no,1,"But in the era of globalization and EU-ification, I think the leaders of small countries are actually in a somewhat different situation."
937053700,no,1,"The basic model is Ricardian — wine and cloth and labor productivity and all that — except that there are many goods and many countries, transportation costs, and countries are assumed to gain productivity in any particular industry through a random process."
937052894,no,1,2
937057112,no,0.6688,"Most retired Americans depend on Social Security for the majority of their income, and have very little in interest earnings; the decline in rates has primarily hurt a small minority of very well-off seniors."
937052504,no,1,"Expected inflation, in turn, is assumed to reflect recent past experience."
937053340,no,1,"Why do it, then?"
937052607,no,0.6387,"On the contrary, it can – and the alternative is a prolonged period of economic weakness that actually makes the debt problem harder to resolve."
937052646,no,1,"But the policies that can prevent that gratuitous slump — a commitment to higher inflation over the medium term, and/or deficit spending — run right up against ingrained prejudices."
937056256,no,1,"Silva Lopes: “We are not a banana republic, we are a pajama republic.” In the years that followed, he added further chapters to his illustrious career — more than I knew, I’m ashamed to say — leading tax reform and more."
937053190,no,0.6667,"More recently the revisions have tended to go in the other direction, with a revival of the concept of the liquidity trap in the light of Japan’s experience, and a renewed acceptance, again based on evidence, that wages are downwardly rigid – and hence that the natural rate hypothesis breaks down at low inflation."
937053603,no,1,"Brad DeLong catches John Cochrane being remarkably dense: Paul Krugman recommended, with refreshing clarity, that the US government fake an alien invasion so we could spend trillions of dollars building useless defenses."
937053465,no,1,"I have to admit that I was predisposed to dislike Klein’s book when it came out, probably out of professional turf-defending and whatever — but her thesis really helps explain a lot about what’s going on in Europe in particular."
937056612,no,1,"We saw this a lot in the cult of Paul Ryan, who was and is very obviously a con man, whose numbers have never added up, but who was nonetheless treated with vast respect — and still sometimes is."
937055163,no,1,"But the book only really covers Chapter I in the MIT saga; while it alludes a bit to the role MIT grads play in the world today, it mostly cuts off circa 1970."
937053885,no,0.645,"But many economists had already dug themselves in too deep, denouncing Keynesian economics as nonsense, declaring it dead."
937055302,no,0.6543,"You also have to wonder about cognitive dissonance: in general, we’re talking about conservatives with vast faith in the wisdom of markets, who somehow are completely sure that markets will make terrible decisions due to low interest rates, and require paternalistic monetary policy to keep them on the strait and narrow."
937056680,no,1,What does America gain from the dollar’s special role?
937057355,no,0.702,"More important than Mr. Romney’s awkward history here, however, is the fact that his economic analysis is all wrong."
937052816,no,0.645,"So it’s not safe to assume that the Fed can, for example, hit any target for nominal GDP that it chooses."
937052951,no,1,"That means that loanable funds doesn’t determine the interest rate per se; it determines a set of possible combinations of the interest rate and GDP, with lower rates corresponding to higher GDP."
937053124,no,1,And they are contemptuous about claims of price manipulation.
937053387,no,0.6899,"But I decided not to post anything about it; instead, I wanted to wait and see which right-wing media outlets would fall for the hoax."
937053216,no,1,"You need to distinguish between the first decade, before the phasing out of Medicare as we know it begins, and after."
937055751,no,0.6662,"Yes – but you can get there by invoking sticky prices and/or wages, so that there’s an upward-sloping aggregate supply curve, without changing the figure."
937057293,no,1,I have tried–I have tried very hard–to wrap my mind around just what the BIS position is.
937054288,no,1,"Unusually, Olivier and I do have a significant disagreement right now, over US monetary policy (this isn’t insider info — he told the conference about it later that day)."
937053819,no,1,"So, in some cases, can jargon, which used right can both save time and add clarity to the discussion."
937054014,no,1,But shale has in some important ways arguably changed the nature of that impact.
937057366,no,1,So Mr. Romney is talking nonsense.
937053744,no,1,"He focuses on China’s motives, which is useful."
937053667,no,1,"Or maybe not, because who exactly is supposed to be on the receiving end of our improved balance?"
937052582,no,1,(Sam and Janet who?
937053640,no,0.6984,"You basically represent the demand side of the economy with an IS curve; you imagine that monetary policy follows some kind of Taylor rule, in which the central bank sets interest rates based on the inflation rate and possibly some measure of economic slack; and you represent the supply side of the economy with a post-Friedmanite Phillips curve in which inflation rises ever higher if the economy is operating above potential, falls ever lower if the economy is operating below potential."
937056349,no,1,"No, I don’t think so."
937052179,no,0.699,"It’s like the fact that the capital account and the current account of the balance of payment have to sum to zero: that’s true, but it does not mean that an increase in capital inflows magically translates into a trade deficit, without anything else changing (what John Williamson used to call the doctrine of immaculate transfer)."
937056417,no,1,"Economic performance has also been very bad in several northern nations with good credit ratings and low borrowing costs — Finland, Denmark (which isn’t on the euro but shadows it), the Netherlands."
937052769,no,1,"Nonresidential investment has been rising rapidly, but it was doing that even before QE2 was announced."
937056844,no,1,"Again, I don’t think even Hicksian-inclined economists have taken all of this sufficiently into account."
937054298,no,1,"We don’t have access to different facts; we don’t, in any fundamental sense, have different economic models."
937052583,no,0.6577,"If you’d grown up in my place and time, you’d know the answer: Sam and Janet evening / You will see a stranger … But actually, I’m thinking of the two kinds of agent in the Kiyotaki-Moore model.)"
937056325,no,1,"Meanwhile, it’s not true that poverty has been unchanged; the standard measure is known to be flawed, and a better measure shows progress, although not as much as we’d like: So it is somewhat disheartening to see the thoroughly debunked narrative still emerging in some of the Baltimore-inspired discussion."
937053309,no,1,Schumpeter declared that Any revival which is merely due to artificial stimulus leaves part of the work of depressions undone Hayek similarly decried any recovery led by the “creation of artificial demand”.
937054035,no,1,What’s going on?
937052075,no,1,There’s still the question of how deep the slump will be.
937057060,no,1,Via Mark Thoma — whom everyone interested in today’s economic debates should check out daily — Thomas Laubach and John C. Williams of the Fed have a new paper updating their estimates of the natural real rate of interest.
937056271,no,1,"The standard, textbook answer is that we should look at public goods — goods that are non rival and non excludable, so that the private sector won’t provide them."
937055589,no,1,"The answer, I think (slide 1), is that he basically supported an idealized TPP that could have been, but came out against the TPP that actually seems to be on the table."
937052883,no,1,A fiscal response to a severe slump doesn’t require committing yourself to changes once the storm has passed; it “only requires unusual action while the situation remains grave.” 2.
937056309,no,1,"That is, it finds cases where spending cuts and/or tax hikes depress demand and hence investment."
937056359,no,1,"There is no evidence that interest rates matter in that way, he says, and economists who talk about natural rates are simply engaged in groupthink."
937054133,no,0.6646,Don’t tighten until you see the whites of inflation’s eyes — and at this point there is absolutely zero sign that inflation is nigh.
937053322,no,1,"So, I’m in jet lag city, which means that it’s time for a euro update."
937052662,no,1,So all that people who live in the intellectually hermetic world of the right ever hear is that government employment is soaring.
937056687,no,1,"In normal times this privilege is worth something like $20-30 billion a year; that’s not a tiny number, but it’s only a small fraction of one percent of GDP."
937052974,no,1,"Yes, IS-LM simplifies things a lot, and can’t be taken as the final word."
937054026,no,1,"The question one might ask is, why is Russia so vulnerable?"
937057388,no,1,"But this isn’t as peculiar a development as it seems. "
937056944,no,1,It’s just a distraction from the real issues.
937053019,no,1,And those who are determined to forget the past run a high risk of reliving it — which is why we’re in the state we’re in.
937052544,no,1,But I guess such rules don’t apply if you’re a conservative.
937056436,no,1,"And this isn’t an ex-post rationale, it’s what many of us were saying from the beginning."
937056020,no,1,And that campaign began in earnest 150 years ago today.
937054454,no,0.6704,"I think it’s important to be as clear as we can about the stakes and the real interests here, lest players stumble into a disaster they could and should have avoided."
937055183,no,0.6615,"I suspect that Rudi Dornbusch’s influence was important here; as I and others have said many times, even a glance at the evidence on exchange rates and prices makes stickiness obvious, which is why international macro never went off the deep end as much as the rest of the field."
937056379,no,1,"And I would say that for many economists of a certain age, the events of the early 1980s were especially important in convincing us that monetary policy can matter a lot."
937057391,no,0.7136,"It’s true that globalization puts downward pressure on the wages of many workers — but progressives can offer a variety of responses to that pressure, whereas on the right, protectionism is all they’ve got."
937057093,no,1,It’s a pretty sorry spectacle.
937056316,no,1,So what we have here is an empirical confirmation of the existence of the paradox of thrift!
937055314,no,1,"(Maybe it’s me, so I’m happy to stand corrected.)"
937052112,no,1,"So have all the bubbleheads who expect housing-price crashes in Las Vegas or Naples, Florida, to bring down the consumer, the rest of the economy, and the entire stock market.” — Larry Kudlow, June 2005."
937056811,no,1,The Very Serious People have a lot to answer for.
937056346,no,1,It slices!
937053334,no,0.6667,But you still need “internal devaluation”: a sharp fall in costs and prices relative to the core.
937053066,no,1,It has no first-starter effect.
937052356,no,1,Core inflation is not used for things like calculating cost-of-living adjustments for Social Security; those use the regular CPI.
937053393,no,1,"But to satisfy those who are for some reason nervous, here’s a brief explanation of why somebody doesn’t understand IS-LM."
937055445,no,1,"But I say, oh yeah?"
937057176,no,1,"Here’s Fed holdings of long-term assets (agency debt plus long-term Treasury debt), from here, versus long-term bond rates: You can see a couple of pauses in the Fed’s expansion of its holdings — and no relationship at all to rates."
937053951,no,1,"Second, there’s the misuse of Ricardian Equivalence."
937053660,no,1,"Why, exactly, did we start running persistent deficits?"
937053864,no,1,I can easily understand it when people don’t know the facts about economic statistics; you need a fair bit of background knowledge even to know how to look these things up.
937053918,no,1,"But when it turns out that the news wasn’t really that bad, these sources just move on."
937053563,no,0.6405,We’re still waiting for that to happen.
937052908,no,1,"(Simulations show, by the way, that chance plus selection can indeed create an eye, in a relatively short time as evolutionary history goes)."
937055000,no,1,"But a genuine government of the left, as opposed to the center-left, is very different — not because its policy ideas are wild and crazy, which they aren’t, but because its officials are never going to be held in high esteem by the Davos set."
937055616,no,1,What do we think about that (slide 7)?
937053630,no,1,"First is the zero lower bound on the interest rate: after a sufficiently large shock, the Taylor rule may say that you should keep cutting rates, but you can’t."
937053807,no,1,"What he gets wrong is in the part I’ve elided with my “…”, in which he asserts that this is all behind us."
937052103,no,1,That’s about where we are now.
937055740,no,1,"The answer is, an economy with three goods, which means that there are two relative prices."
937055062,no,1,And we’re not talking about matters of interpretation.
937053149,no,1,"From IRS data, we find that Florida’s tax payments to Washington fell approximately $25 billion between 2007 and 2010, the bottom of the slump."
937054110,no,0.6569,"Austerity in Britain is politically approved, so it is pronounced a success on the shakiest of grounds."
937053102,no,0.6914,"All this amounts to the single most compelling demonstration that prices are indeed sticky, with all that follows from that observation — in particular, the case for activist monetary and fiscal policies to fight slumps."
937056760,no,1,"Anyway, Deaton is also a fine writer with important things to say about political economy."
937053333,no,1,"Here are bond yields (monthly averages, with the most recent data standing in for September): Good for him."
937052413,no,0.6854,"Policies of this class are particularly apt to produce additional trouble for the future.” From Schumpeter’s perspective, “depressions are not simply evils, which we might attempt to suppress, butforms of something which has to be done, namely, adjustment to change.” This socially productive function of depressions creates “the chief difficulty” faced by economic policy makers."
937054736,no,1,"Globally, and for the most part even within countries, a rise in debt isn’t an indication that we’re living beyond our means, because as Fatas puts it, one person’s debt is another person’s asset; or as I equivalently put it, debt is money we owe to ourselves — an obviously true statement that, I have discovered, has the power to induce blinding rage in many people."
937053002,no,1,"It’s a close cousin to the Great Depression — milder, but recognizably the same sort of thing."
937053245,no,1,"As I read it, as of 1813 there was only $7 million worth of coins in the hands of the U.S. public, versus $52 million in bank notes."
937052305,no,1,"Bear in mind that the whole problem right now is that the private sector is hurting, it’s spooked, and it’s looking for safety."
937053789,no,0.6855,"What emerged, however, was hugely influential, even though I don’t think many people regard it as the main explanation of currency volatility."
937052166,no,1,"In the end, despite the existence of idle resources, bailouts and stimulus plans do not add to current resources in use."
937053655,no,1,"Dean Baker weighs in on my secular stagnation piece, and argues that persistent trade deficits are a big part of the problem."
937052352,no,0.678,"Since I’m taking a break from shoveling, I thought I might take a few minutes to address an issue that seems to confuse many people: the idea of core inflation."
937052465,no,1,"It’s the economy, stupid."
937056983,no,0.6673,"While we wait, however, a few informal, not very analytical thoughts on the Democratic race."
937056458,no,0.702,"Consider, if you will, the contrast."
937056863,no,1,"But you really don’t want to provide, um, passive support to policy ideas that would make things much worse."
937056251,no,1,"I met Silva Lopes in 1976, when I was part of a group of MIT grad students who spent the summer working at the Bank of Portugal, of which he was governor at the time."
937052560,no,1,"The other, of course, involves orcs."
937053271,no,1,What’s going on?
937055181,no,1,Everyone was doing rational expectations in some version — Olivier and I worked out the geometry of anticipated shocks (“you jump immediately onto a new path that brings you to the post-shock saddle path just when the shock hits”) on the lunchroom table.
937053464,no,1,"What Smith didn’t note, somewhat surprisingly, is that his argument is very close to Naomi Klein’s Shock Doctrine, with its argument that elites systematically exploit disasters to push through neoliberal policies even if these policies are essentially irrelevant to the sources of disaster."
937055739,no,1,What’s the minimum interesting general equilibrium problem?
937053016,no,1,What were they thinking?
937056494,no,1,"If so, how long will that take?"
937055601,no,1,"In fact, it shows no such thing; you can draw a similar chart for the Great Recession (slide 3), when we know that there was no upsurge in protectionism."
937055157,no,1,"Again, the problem isn’t even that Moore got the macroeconomics of recent years all wrong, although he did; it’s the inability to write without making embarrassing mistakes."
937052459,no,1,The blue line (right scale) is the output gap — the percentage difference between real GDP and the CBO’s estimate of potential real GDP.
937056803,no,1,"In particular, quite a few economists seemed utterly unaware that Say’s Law – the proposition that supply creates its own demand, that shortfalls in aggregate demand were impossible – had been refuted three generations ago."
937053325,no,1,What?
937056463,no,0.6716,"is living in a world of pure fantasy, in which supply-side policies can produce economic miracles despite abundant evidence that they do no such thing."
937056635,no,1,It was also quite wrong.
937052989,no,1,Was any concern expressed about how that would affect Europe-wide growth?
937056829,no,1,Keynes disproved!)
937052641,no,0.6528,"The other thought I have is that if our view of the current crisis as largely a deleveraging shock is correct, and if our basic outline of how things work in the aftermath is also correct — both of which I believe — then the gods really hate us."
937056780,no,1,"Clearly, this is a line of argument that people on the right really, really like for reasons that have nothing to do with intellectual coherence, so much so that famous monetary experts who have to know better fall meekly in line."
937057097,no,1,"Most people don’t realize that “the markets” are in reality 22-27 year old business school graduates, furiously concocting chaotic trading strategies on excel sheets and reporting to bosses perhaps 5 years senior to them."
937053704,no,1,Their model also yields a simple expression for the welfare gains from trade (p. 15): Real income = A*(1-import share)^(-1/theta) where A is national productivity and theta is a parameter of their assumed random process (don’t ask); they suggest that theta=4 provides the best match to available data.
937056802,no,1,"One of the intellectually horrifying things about the response to economic crisis was the way many economists, some of them famous, reinvented old fallacies in the belief that they were saying something profound."
937052535,no,0.6649,That’s bad for everybody.
937056762,no,1,"Rules are set not in the public interest but in the interest of the rich, who use those rules to become yet richer and more influential."
937057242,no,1,"But Trump is stuck in a time warp, making arguments that had some force when China was booming but none in the current situation."
937056516,no,0.6661,"It’s the austerians who are inventing new economic doctrines on the fly to justify their policies, which appear to imply not temporary sacrifice but permanent failure."
937053866,no,1,"I had a one-on-one encounter with Rand Paul over such a case; there our heads were, talking on TV, and he insisted that government employment had risen under Obama."
937052829,no,1,"It assumes, implicitly, that debt is debt – that it doesn’t matter who owes the money."
937055287,no,1,"I think it’s obvious why this approach was better suited for producing future central bank governors, chief economists, and even pundits than an approach that elevated purity over realism."
937053083,no,1,"If the house is newly built, that’s $100,000 of spending that takes place in the economy."
937056897,no,0.6813,"And it’s often obvious that a large part of the reason some people want to change the subject is that they don’t want to take a stand on austerity versus stimulus and all that, because taking a stand on either side will cause some people to yell at you."
937053431,no,0.666,"And now that we’re at the 150th anniversary of the raid, I’m going to have a chance to start indulging my U.S. Grant obsession."
937053842,no,1,Why would anyone possibly think that 30s experience was relevant?
937052637,no,1,"You don’t have to literally believe your model — in fact, you’re a fool if you do — to believe that putting together a simplified but complete account of how things work, with all the eyes crossed and teas dotted or something, helps you gain a much more sophisticated understanding of the real situation."
937056865,no,1,"Still, it’s useful, if only as an indicator of what passes for responsible, establishment policy in today’s GOP."
937056472,no,1,"On the contrary, it has imposed incredibly harsh austerity and substantial reforms on other fronts."
937055015,no,1,"And that’s one heck of a conspiracy theory, given that the Fed never said anything along those lines, insisting all along that it was intervening to support the economy and to defend price stability against the threat of below-target inflation — a defense of its actions completely borne out by events."
937053543,no,1,"I’ve done a quick and dirty take on unemployment by occupation, looking at changes in unemployment rates from the 2007 business cycle peak to the unemployment peak in 2009-10, and then the subsequent decline; it looks like this: It’s the same as the geographical story: the occupations that took the biggest hit have had the strongest recoveries."
937053270,no,0.6653,"Their medium-term fiscal outlooks are comparable, at least according to the IMF: Source: IMF But borrowing costs have soared in Spain, while falling in Britain: Source: Eurostat So the GOP has decided that we must reject the evils of fiat money and go for the gold standard at precisely the moment when events have demonstrated that fiat money is a really useful thing and the loss of flexibility that comes from ending fiat currencies can be utterly disastrous."
937055006,no,1,"Everyone knows about the infamous open letter warning Ben Bernanke not to engage in quantitative easing, lest he cause inflation and currency debasement; many are also familiar with the remarkable unwillingness of that letter’s signatories to admit, after more than four years of low inflation and a rising dollar, that they were wrong."
937052486,no,1,It’s worth noting that in his “it” speech Bernanke’s more-or-less specific proposal was to set a ceiling on the yield on two-year securities.
937056409,no,0.6474,"One conclusion, I guess, is that Germany should try to sabotage Greece post-exit."
937053739,no,1,"But macro, and especially liquidity trap macro, tends to be like that."
937052351,no,1,somehow that got left in)
937052283,no,1,"Now they and collaborators have a new piece on policy effects, especially fiscal multipliers."
937056480,no,1,So why is it in fiscal crisis?
937053994,no,1,"(If your worldview says that Stan Fischer and Olivier Blanchard must be dumb, you have a problem.)"
937056616,no,0.6616,"And they imagined that everyone else must see him the same way, that Trump’s sneering at his war record would cause everyone to turn away in disgust."
937052206,no,0.688,"And if we were at full employment, George Will’s point would have been correct: interest rates would have gone up, because central banks would have raised rates to choke off potential inflation."
937055004,no,1,Do Berlin and Brussels understand this?
937056719,no,1,"In particular, commercial bankers really dislike a very low interest rate environment, because it’s hard for them to make profits: there’s a lower bound on the interest rates they can offer, and if lending rates are low that compresses their spread."
937056253,no,1,"Actually, an anecdote: we were working in rented space outside the Bank proper, and there was a Soviet trade mission just upstairs."
937054000,no,1,But back to the structure of academic economics.
937052885,no,0.6757,"With the severe financial crisis still relatively recent, and many people still expecting a V-shaped recovery, it didn’t seem possible to persuade the Fed to commit to a permanent rise in the monetary base or a rise in the medium-run inflation target, nor did it seem possible to convince markets that there had been a long-run change in policy."
937053920,no,0.6718,When it turns out not to be true — crickets!
937056677,no,1,"I mentioned one of Charlie Kindleberger’s aphorisms earlier today, about taking the first bite of the cherry; another was that “Anyone who spends too much time thinking about international money goes a bit mad.” What he meant by that is that there’s something about the subject of reserve currencies that makes people want to believe that it’s a really important issue — that the dollar’s special role is an important part of American power."
937053767,no,0.6872,"You may ask, what is the long-run equilibrium real exchange rate?"
937056469,no,1,"There’s really nothing more outsiders can say, at least in public, that we haven’t already said."
937052563,no,1,"In the light of this brief survey of the characteristics of the labor supply and the probable demand for labor, what is the outlook for unemployment?"
937053038,no,0.6883,The other alternative — the road we’re actually traveling down — is one in which all of these adjustments need to happen piecemeal.
937055887,no,1,They suggest that hitting the zero lower bound may have been crucial.
937053122,no,1,"“For many people of wealth, they’ve had a crushing setback as well.” He described a feeling of “malaise” and a “paralysis that does not allow one to believe that generally things are going to get better,” listing geopolitical hot spots such as Iran and low interest rates that have been “artificially manipulated” by the Federal Reserve."
937052422,no,1,"In short, the responsible thing is just to accept 10 percent unemployment."
937053968,no,1,I’ve played that game and lived that life; I’ve even written about it.
